company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
Benoit Nihant,Belgium,2013,Venezuela,Chuao,74,3.5,3,1,0,0,0,1,0,mocha,intense,sweet,
Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74,3.5,3,1,0,0,0,1,0,nutty,roasty,dairy,
Bernachon,France,2012,Blend,Nature,55,2.75,5,1,1,1,0,1,0,sweet,vanilla,cocoa,
Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64,3.5,3,1,0,0,0,1,0,ham,smokey,banana,
Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72,3.5,3,1,0,0,0,1,0,dark cocoa,spicy pepper,,
Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70,3.25,3,1,0,0,0,1,0,creamy,macadamia,pepper,
Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74,3.25,3,1,0,0,0,1,0,nutty,light toffee,mild musty,
Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72,4,3,1,0,0,0,1,0,creamy,nutty,cocoa,
Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72,3.5,3,1,0,0,0,1,0,creamy,banana,rich,
Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64,3,3,1,0,0,0,1,0,chunky,nutty,banana,
Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88,3,3,1,0,0,0,1,0,bitter nutty rustic,earthy,,
Bisou,U.S.A,2015,Belize,Belize,86,3.25,4,1,1,0,0,1,0,bitterish,diluted,vanilla,
Bisou,U.S.A,2015,Nicaragua,"Nicaragua, American style",76,2.5,2,0,0,0,0,1,0,bitter,molasses,flour,
Bisou,U.S.A,2015,Costa rica,"San Andres, American style",76,2.5,2,0,0,0,0,1,0,molasses,metallic,earthy,
Bisou,U.S.A,2015,Costa rica,"San Andres, silk",78,2.5,4,1,1,0,0,1,0,sour,tart,molasses,
Bitacora,Venezuela,2018,Venezuela,Aragua,70,3.5,4,1,0,1,0,1,0,smooth texture,earthy,nutty,
Bitacora,Venezuela,2018,Venezuela,Merida,70,3,4,1,0,1,0,1,0,gritty,spicy,earthy,
Bitacora,Venezuela,2018,Venezuela,Carabobo,70,3,4,1,0,1,0,1,0,fatty,bland,nutty,
Bittersweet Origins,U.S.A,2008,Dominican republic,Puerto Plata,68,3.75,2,0,0,0,0,1,0,nutty,astringent,,
Bittersweet Origins,U.S.A,2008,Panama,Bocas del Toro,75,3.5,2,0,0,0,0,1,0,intense,rum,tea,
Bittersweet Origins,U.S.A,2008,Madagascar,Sambirano,71,3,2,0,0,0,0,1,0,rich,red berry,sour,
Bittersweet Origins,U.S.A,2008,Ghana,Ankasa,70,3,2,0,0,0,0,1,0,nutmeg,sour,,
Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,65,3.5,2,0,0,0,0,1,0,intense marshmallow,cocoa,,
Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,65,3.5,2,0,0,0,0,1,0,chocolate covered cherries,,,
Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,75,3.25,2,0,0,0,0,1,0,rustic,red berry,woody,
Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,75,3,2,0,0,0,0,1,0,chalky,strong,harsh smoke,
Bittersweet Origins,U.S.A,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70,3.75,2,0,0,0,0,1,0,robust,cocoa,fruity,
Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",75,3.25,2,0,0,0,0,1,0,dry,cardamom,medicinal,
Bittersweet Origins,U.S.A,2010,Madagascar,"Sambirano, 2009",70,3,2,0,0,0,0,1,0,red berry,strong wine,sour,
Bittersweet Origins,U.S.A,2010,Venezuela,"Ocumare, prototype",78,3,2,0,0,0,0,1,0,nutty,bitterish,,
Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",65,2.75,2,0,0,0,0,1,0,pastey,spicey,nutty,
Bittersweet Origins,U.S.A,2012,Ghana,Ghana,72,3.5,3,1,0,0,0,1,0,roasted nuts,rich,roasty,
Bixby,U.S.A,2018,Dominican republic,Dominican Republic,70,3.25,2,0,0,0,0,1,0,sweet,sour milk,,
Bixby,U.S.A,2018,Haiti,Haiti,70,3,2,0,0,0,0,1,0,floral,molasses,chemical,
Bixby,U.S.A,2018,Guatemala,Guatemala,70,3,2,0,0,0,0,1,0,molasses,earthy,spicy,
Bixby,U.S.A,2019,Belize,Belize,70,2.75,2,0,0,0,0,1,0,,rubbery,burnt molasses,
Black Mountain,U.S.A,2008,Nicaragua,Matiguas,70,3,3,1,0,0,0,1,0,rich,leather,woodsy,
Black Mountain,U.S.A,2008,Dominican republic,La Red,70,2.75,3,1,0,0,0,1,0,unrefined,fruity,,
Black Mountain,U.S.A,2008,Venezuela,Carenero Superior,70,2.75,3,1,0,0,0,1,0,sweet grass,muted spice,,
Black River (A. Morin),U.k.,2014,Jamaica,Blue Mountain Region,70,2.75,4,1,0,1,0,1,0,fatty,nutty,,
Blanxart,Spain,2009,Blend,Organic Dark,72,2.75,4,1,1,0,0,1,0,oily,flat,woody,sour
Blanxart,Spain,2013,Congo,"Congo, Grand Cru",82,3.5,4,1,1,0,0,1,0,complex,fruity,bitterish,
Blue Bandana,U.S.A,2012,Madagascar,Madagascar,70,3.75,3,1,0,0,0,1,0,gritty,tart red berry,powerful,
Blue Bandana,U.S.A,2012,Guatemala,Guatemala,70,3.5,3,1,0,0,0,1,0,chewy,complex,black pepper,
Blue Bandana,U.S.A,2016,Madagascar,"Akesson's E., Sambirano V.",82,3.5,2,0,0,0,0,1,0,sandy,tart,sour,sweet
Blue Bandana,U.S.A,2016,Tanzania,Kokoa Kamili,75,3.5,2,0,0,0,0,1,0,bready,melon,,
Blue Bandana,U.S.A,2016,Dominican republic,Zorzal Reserva,75,3,2,0,0,0,0,1,0,astringent,sour,coffee,
Blue Bandana,U.S.A,2016,Guatemala,Lachua,75,2.75,2,0,0,0,0,1,0,roasty,coffee,earthy,
Boho,U.S.A,2017,Belize,Maya Mtn,70,2.75,3,1,0,0,0,1,0,pungent flavor,,,
Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74,3.25,2,0,0,0,0,1,0,grassy,savory,sour,
Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72,2.75,2,0,0,0,0,1,0,sweet,fruit,chemical note,
Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68,2.5,2,0,0,0,0,1,0,sweet,dirty,notes,
Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75,4,3,1,0,0,0,1,0,creamy,fatty,floral,
Bonnat,France,2006,Venezuela,Chuao,75,4,3,1,0,0,0,1,0,creamy,coconut,tang,
Bonnat,France,2006,Blend,"Carribean, Trinite",75,3.75,3,1,0,0,0,1,0,spice,woodsy,long lasting,
Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75,3.75,3,1,0,0,0,1,0,sandy,creamy,berry,
Bonnat,France,2006,Madagascar,Madagascar,75,3.75,3,1,0,0,0,1,0,mellow,tart,coffee,
Bonnat,France,2006,Sri lanka,Ceylan,75,3,3,1,0,0,0,1,0,vegetal,dominant tobacco,,
Bonnat,France,2007,Ecuador,Equateur,75,2.5,3,1,0,0,0,1,0,dry,floral,bitter,
Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75,4,3,1,0,0,0,1,0,creamy,strawberry,nutty,
Bonnat,France,2009,Ivory coast,Ivory Coast,75,3,3,1,0,0,0,1,0,oily,intense cocoa,burntness,
Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75,3,3,1,0,0,0,1,0,bitterish,nut,possible mold,
Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75,3,3,1,0,0,0,1,0,fatty,roasty,earthy,
Bonnat,France,2009,Peru,"Porcelana, Apotequil",75,2.75,3,1,0,0,0,1,0,flat,bread,earthy,
Bonnat,France,2011,Haiti,Haiti,75,4,3,1,0,0,0,1,0,grassy,black pepper,,
Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75,4,3,1,0,0,0,1,0,fatty,spicy,gentle roast,
Bonnat,France,2011,Brazil,Libanio,75,3.75,3,1,0,0,0,1,0,chunky,grassy,mild mint,
Bonnat,France,2011,Cuba,Cuba,75,3.5,3,1,0,0,0,1,0,fatty,raisin,grape,
Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75,3.5,3,1,0,0,0,1,0,roasty,woody,mint,
Bonnat,France,2011,Peru,Piura Blanco,75,3.5,3,1,0,0,0,1,0,creamy,cocoa,smokey,
Bonnat,France,2011,Brazil,Juliana,75,3.5,3,1,0,0,0,1,0,oily,fatty,rich,nutty
Bonnat,France,2011,Jamaica,Jamaique,75,3.25,3,1,0,0,0,1,0,oily,creamy,woody,
Bonnat,France,2013,Brazil,Maragnam,75,3.5,3,1,0,0,0,1,0,oily,roasted nuts,rich,
Bonnat,France,2013,Gabon,Gabon,75,3.25,3,1,0,0,0,1,0,fatty,roasty,black pepper,
Bonnat,France,2014,Brazil,Kaori,75,4,3,1,0,0,0,1,0,creamy,homey,nutty,
Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65,3.75,3,1,0,0,0,1,0,complex,brownie,mint,spice
Bonnat,France,2014,Dominican republic,"Los Colorados, Santo Domingo, Equateur",75,3.25,3,1,0,0,0,1,0,roasty,tobacco,earthy,
Bonnat,France,2016,Mexico,Selva Maya,75,3.5,3,1,0,0,0,1,0,heavy roast,fatty,gateway,
Bonnat,France,2018,Peru,Madre de Dios,75,4,3,1,0,0,0,1,0,oily,subtle,mild coffee,
Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75,4,3,1,0,0,0,1,0,creamy,rich,complex,
Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77,3.25,2,0,0,0,0,1,0,sticky,lavendar,molasses,
Box Chocolate,U.S.A,2018,Dominican republic,Zorzal,72,3.25,3,1,0,0,0,1,0,spicy,banana,,
Brasstown,U.S.A,2018,Peru,Ucayali,70,3.75,3,1,0,0,0,1,0,sweet,rich mocha,acidic,
Brasstown,U.S.A,2018,Ecuador,Esmeraldas,75,3.5,3,1,0,0,0,1,0,balanced,floral,honey,
Brasstown aka It's Chocolate,U.S.A,2013,Ghana,"Ghana, batch 021813",75,3.5,5,1,1,1,0,1,0,fatty,brownie,nutty,
Brasstown aka It's Chocolate,U.S.A,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",85,3.5,5,1,1,1,0,1,0,intense,cooked banana,,
Brasstown aka It's Chocolate,U.S.A,2013,Ecuador,"Camino Verde, Guayas",70,3.25,5,1,1,1,0,1,0,intense,alocohol,floral,
Brasstown aka It's Chocolate,U.S.A,2013,Dominican republic,Cooproagro,72,3,5,1,1,1,0,1,0,oily,vanilla,caramel,dairy
Brasstown aka It's Chocolate,U.S.A,2014,Venezuela,Chuao,70,4,3,1,0,0,0,1,0,intense,raisins,roasty,
Brasstown aka It's Chocolate,U.S.A,2014,Belize,Maya Mountain,70,3.75,3,1,0,0,0,1,0,intense,cocoa,complex,
Brasstown aka It's Chocolate,U.S.A,2015,Dominican republic,"Conacado, batch 001515",68,3.75,3,1,0,0,0,1,0,complex,brownie,lime,rich
Brasstown aka It's Chocolate,U.S.A,2016,Nicaragua,"O'payo, Waslala",70,3.75,3,1,0,0,0,1,0,simple,rich,,
Brasstown aka It's Chocolate,U.S.A,2016,Venezuela,"Guasare, Zulia Prov.",70,3.5,3,1,0,0,0,1,0,nutty,slight hammy,rich,
Brasstown aka It's Chocolate,U.S.A,2017,Ecuador,Manabi,75,3.75,3,1,0,0,0,1,0,sandy,floral,honey,
Brasstown aka It's Chocolate,U.S.A,2017,Dominican republic,Elvesia P.,70,3.25,3,1,0,0,0,1,0,earthy,cherries,,
Brasstown aka It's Chocolate,U.S.A,2018,Bolivia,"Wild Bolivia, Sucre",70,4,3,1,0,0,0,1,0,nuts,fruit,,
Brazen,U.S.A,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70,3.5,2,0,0,0,0,1,0,tart,tea,leather,sour
Brazen,U.S.A,2015,Dominican republic,Elvesia P.,80,3.25,3,1,0,0,0,1,0,bitter,dark berry,fatty,
Brazen,U.S.A,2015,Belize,Maya Mountain,80,3.25,3,1,0,0,0,1,0,mild smoke,raisins,coffee,
Brazen,U.S.A,2015,Madagascar,Ambolikapkly P.,60,3.25,3,1,0,0,0,1,0,citrus,sweet,cocoa,
Brazen,U.S.A,2015,Dominican republic,Elvesia P.,60,3,3,1,0,0,0,1,0,roasty,sweet,brownie,
Brazen,U.S.A,2015,Madagascar,Ambolikapiky P.,80,2.75,3,1,0,0,0,1,0,bitter,tart,acidic,
Breeze Mill,U.S.A,2013,Jamaica,Jamaica,70,3,4,1,1,0,0,1,0,chalky,sandy,tart,bland
Bright,Australia,2014,Dominican republic,Marabel Farms,70,3.5,3,1,0,0,0,1,0,spicy,black pepper,banana,
Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72,3.5,3,1,0,0,0,1,0,floral,banana,,
Bright,Australia,2014,Madagascar,Somia Plantation,72,3,3,1,0,0,0,1,0,sweet,mild molasses,bland,
Bright,Australia,2014,Trinidad,Gran Couva,68,2.75,3,1,0,0,0,1,0,fatty,sweet,metallic,
Britarev,Russia,2015,Ecuador,Ecuador,70,3.25,2,0,0,0,0,1,0,powdery,floral,molasses,
Bronx Grrl Chocolate,U.S.A,2013,Dominican republic,Dominican Republic,68,2.75,3,1,0,0,0,1,0,gritty,sweet,brownie,
Bullion,U.k.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70,3,3,1,0,0,0,1,0,roasty refined,,,
Bullion,U.k.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70,2.5,3,1,0,0,0,1,0,dirt,earthy,floral,
Burnt Fork Bend,U.S.A,2014,Ecuador,"Mindo, batch 01040914",72,3.5,3,1,0,0,0,1,0,floral,mild citrus,orange,
Burnt Fork Bend,U.S.A,2014,Trinidad,"Trinidad, batch 05050114",72,3.25,3,1,0,0,0,1,0,roast,coffee,spicy,
Burnt Fork Bend,U.S.A,2014,Belize,Belize,72,3.25,3,1,0,0,0,1,0,roasty,fruit,mild metallic,
Burnt Fork Bend,U.S.A,2014,Blend,Blend,72,3.25,3,1,0,0,0,1,0,coffee,roast,spicy,
Burnt Fork Bend,U.S.A,2014,Ecuador,"Ecuador, Bob Bar",60,2.5,3,1,0,0,0,1,0,sweet,sour dairy,,
By Cacao,South korea,2019,Ecuador,Ecuador,70,3,2,0,0,0,0,1,0,smokey,sour,,
Cacai Cacao,Taiwan,2019,Philippines,Davao,70,3.5,2,0,0,0,0,0,1,basic w palm notes,,,
Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70,3.25,2,0,0,0,0,0,1,molasses,sour notes,,
Cacao 70,Canada,2019,Bolivia,Beniano,70,3.75,4,1,0,1,0,1,0,subtle refreshing,,,
Cacao 70,Canada,2019,Guatemala,Asochivite,70,3.5,4,1,0,1,0,1,0,vegetal,unique,,
Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70,3,4,1,0,1,0,1,0,pungent,grassy,melon,
Cacao Arabuco,Puerto rico,2015,Puerto rico,Puerto Rico,70,2.5,2,0,0,0,0,1,0,dirt,floral,sweet,
Cacao Atlanta,U.S.A,2010,Dominican republic,Dominican Republic w/ nibs,75,2.75,2,0,0,0,0,1,0,creamy,burnt wood,,
Cacao Atlanta,U.S.A,2010,Dominican republic,"Dominican Republic, ""Love Bar""",75,2.5,2,0,0,0,0,1,0,oily,buttery,intense,
Cacao Atlanta,U.S.A,2010,Venezuela,Patanemo,75,2.25,2,0,0,0,0,1,0,roasted,bitter,nutty,
Cacao Atlanta,U.S.A,2014,Peru,Tumbes,75,2.5,2,0,0,0,0,1,0,roasty,almost burnt,intense,
Cacao Barry,France,2007,Mexico,Mexico,66,3,5,1,1,1,0,1,0,creamy,woody,cocoa,
Cacao Barry,France,2007,Venezuela,Venezuela,72,2,5,1,1,1,0,1,0,sandy,dairy,cocoa,
Cacao Barry,France,2008,Tanzania,Tanzania,75,2,5,1,1,1,0,1,0,dry,flat flavor,astringent,
Cacao Barry,France,2010,Dominican republic,Santo Domingo,70,3,5,1,1,1,0,1,0,spice,fruit medley,roasty,
Cacao Barry,France,2016,Haiti,Grand 'Anse,65,3.5,5,1,1,1,0,1,0,gritty,sweet,citrus,
Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72,3.75,2,0,0,0,0,1,0,light color,creamy,hazelnut,
Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72,3,2,0,0,0,0,1,0,light color,dirty,astringent,
Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72,2.5,2,0,0,0,0,1,0,light color,dirty,musty,
Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70,3.75,2,0,0,0,0,1,0,fruity,nutty,brownie,
Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75,3.5,2,0,0,0,0,1,0,bright fruit,strawberry,,
Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74,3.25,2,0,0,0,0,1,0,nutty,intense,leathery,
Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75,2.5,2,0,0,0,0,1,0,intense,earthy,fuel,
Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77,3.5,2,0,0,0,0,1,0,assertive,fruity,acidic,
Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74,3.25,2,0,0,0,0,1,0,intense,black licorice,nutty,
Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75,3.25,2,0,0,0,0,1,0,spicy,nutty,ends sour,
Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75,2.75,2,0,0,0,0,1,0,sandy,chalky,earthy,
Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70,3,2,0,0,0,0,1,0,raspberry,dirty,sour,
Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75,2.5,2,0,0,0,0,1,0,acidic,sandy,grass,
Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64,3.5,4,1,0,1,0,1,0,intense,marshmallow,fruit,
Cacao Hunters,Colombia,2014,Colombia,Tumaco,70,3.5,4,1,0,1,0,1,0,earthy,woody,smoke,
Cacao Hunters,Colombia,2014,Colombia,Arauca,70,3.25,4,1,0,1,0,1,0,intense,spice,,
Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69,2.75,4,1,0,1,0,1,0,green,vegetal,soil,fuel
Cacao Hunters,Colombia,2015,Colombia,Arhuacos,72,3.75,3,1,0,0,0,1,0,rich,nutty,acidic,
Cacao Hunters,Colombia,2016,Colombia,Macondo,71,3.75,3,1,0,0,0,1,0,distinct,short,dried fruit,
Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74,3.75,3,1,0,0,0,1,0,mild cocoa,astringent,,
Cacao Market,U.S.A,2016,Honduras,"Jutiapa, lot 050916D",70,3.5,4,1,0,1,0,1,0,deep cocoa,fatty,dairy,
Cacao Prieto,U.S.A,2011,Dominican republic,Dominican Republic,66,3.75,2,0,0,0,0,1,0,creamy,blueberry,black pepper,
Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republic, rustic",65,3.25,2,0,0,0,0,1,0,rustic,gritty,sweet,fruit
Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republicm, rustic",72,3,2,0,0,0,0,1,0,rustic,sweet,one dimensional,
Cacao Prieto,U.S.A,2012,Dominican republic,"Criollo, Dominican Republic",72,3.75,2,0,0,0,0,1,0,oily,cherry,rich,
Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",70,4,4,1,0,1,0,1,0,distinct lemon,,,
Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70,4,4,1,0,1,0,1,0,creamy,nutty,banana,rich
Cacao Sampaka,Spain,2010,Papua new guinea,Papua,71,4,4,1,0,1,0,1,0,creamy,mild spice,cocoa,
Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71,3.75,4,1,0,1,0,1,0,creamy,mild spice,hazelnut,
Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71,3.5,4,1,0,1,0,1,0,creamy,earthy,dark roast,
Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71,3.5,4,1,0,1,0,1,0,gritty,fudge,nutty,
Cacao Sampaka,Spain,2010,Venezuela,Venezuela,77,3.5,4,1,0,1,0,1,0,intense,roasty,rich,
Cacao Sampaka,Spain,2010,Grenada,Grenada,71,3.25,4,1,0,1,0,1,0,silky,andes mint,nutty,
Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70,3.5,4,1,0,1,0,1,0,rich,cherries,acidic,
Cacao Store,Japan,2015,Vietnam,Vietnam,70,3.5,2,0,0,0,0,1,0,balanced,dairy,spicy,
Cacao Store,Japan,2015,Peru,Peru,70,3.25,2,0,0,0,0,1,0,dried fruit,sour,nutella,
Cacao Store,Japan,2015,Madagascar,Madagascar,70,3,2,0,0,0,0,1,0,sour milk,,late tart,
Cacaosuyo,Peru,2019,Peru,Chuncho-Cuzco,70,3,2,0,0,0,0,1,0,ripe grapes,acidic,,
Cacaosuyo (Theobroma Inversiones),Peru,2013,Peru,Piura,70,3.25,2,0,0,0,0,1,0,gritty,molasses,,
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Amazonia,63,3.5,4,1,0,1,0,1,0,sandy,sweet,bold citrus,
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,71,3.5,4,1,0,1,0,1,0,dry,spicy,fruity,
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Bolivar,82,2.5,4,1,0,1,0,1,0,cloying,fatty,bitter,
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Pichincha,91,1.5,4,1,0,1,0,1,0,klingy,hint fruit,bitter,
C-Amaro,Italy,2011,Trinidad,Trinidad,70,2.5,2,0,0,0,0,1,0,burnt coffee,fatty,,
C-Amaro,Italy,2011,Sao tome,Sao Tome,78,2.25,2,0,0,0,0,1,0,burnt front,,,
C-Amaro,Italy,2012,Venezuela,Venezuela,80,3,2,0,0,0,0,1,0,nutty,ashey,coffee,
C-Amaro,Italy,2013,Ecuador,Ecuador,100,3.5,1,0,0,0,0,0,0,fatty,controlled bitter,fruit,
C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70,3.5,2,0,0,0,0,1,0,oily surface,berry,cream,
C-Amaro,Italy,2014,Dominican republic,Dominican Republic,72,3,2,0,0,0,0,1,0,intense,fatty,brownie,
C-Amaro,Italy,2014,Cuba,Cuba,75,2.5,2,0,0,0,0,1,0,intense,ashey,earthen,
Cao,U.S.A,2016,Brazil,Brazil,70,3.25,3,1,0,0,0,1,0,dairy,chocolate,mild fruit,
Cao,U.S.A,2016,Venezuela,"Porcelana, Batch 5163",70,3,3,1,0,0,0,1,0,strong nutty notes,,,
Cao,U.S.A,2016,Bolivia,Bolivia,75,3,3,1,0,0,0,1,0,sandy,bold,cherry,
Cao,U.S.A,2016,Tanzania,Tanzania,73,2.75,3,1,0,0,0,1,0,sweet,acidic,fatty,
Cao,U.S.A,2016,Venezuela,Porcelana,75,2.5,3,1,0,0,0,1,0,nutty,burnt,fuel,
Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,55,3.5,4,1,0,1,0,1,0,sandy,sweet,spicy,
Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,55,3.25,4,1,0,1,0,1,0,sticky,sweet,grassy,
Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,55,3,4,1,0,1,0,1,0,sweet,floral,yogurt,
Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,77,2.75,4,1,0,1,0,1,0,crumbly,cinamon,,
Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,77,2.5,4,1,0,1,0,1,0,perfume,chemical note,,
Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,77,2,4,1,0,1,0,1,0,grainy,intense,bitter,
Captain Pembleton,New zealand,2014,Papua new guinea,Kulili Estate,70,3.75,3,1,0,0,0,1,0,tart,malt,mild smoke,
Captain Pembleton,New zealand,2014,Papua new guinea,"Saidor Estate, Madang P.",70,3.5,3,1,0,0,0,1,0,mild smoke,melon,,
Caribeans,Costa rica,2012,Costa rica,Costa Rica,72,3,2,0,0,0,0,1,0,fatty,woody,coffee,
Caribeans,Costa rica,2012,Costa rica,Costa Rica,80,2.75,2,0,0,0,0,1,0,fatty,fruit,muted,
Caribeans,Costa rica,2015,Guatemala,"Antigua, Special Reserve",72,3.5,3,1,0,0,0,1,0,woody,spicy,tobacco,
Caribeans,Costa rica,2015,Costa rica,Anselmo Paraiso Estate,72,3.5,2,0,0,0,0,1,0,acidic,astringent,spicy,
Caribeans,Costa rica,2015,Costa rica,"Talamanca, Raul-Kekoldo community",72,3.25,2,0,0,0,0,1,0,floral,earthy,acidic,
Carlotta Chocolat,Colombia,2016,Colombia,Huila,65,3.5,3,1,0,0,0,1,0,sweetest,mild spice,,
Carlotta Chocolat,Colombia,2016,Colombia,"Cesar, CCN51",65,3.5,3,1,0,0,0,1,0,sweet,grassy,nutty,
Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,65,3.25,3,1,0,0,0,1,0,nutty,grain,late choco,
Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,65,3.25,3,1,0,0,0,1,0,mild smoke,sweet edge,,
Carlotta Chocolat,Colombia,2016,Colombia,Arauca,65,3,3,1,0,0,0,1,0,sweet,marshmallow,,
Casa,U.S.A,2018,Blend,"Ecuador, Vietnam",75,2,2,0,0,0,0,1,0,notes,vanilla,,
Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",65,3.25,2,0,0,0,0,1,0,molasses,rich,vegetal,
Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71,3,2,0,0,0,0,1,0,sandy,intense,sweet,rich
Castronovo,U.S.A,2013,Dominican republic,"Conacado, batch 161",73,3.5,2,0,0,0,0,1,0,sandy,mild intensity,fruit,
Castronovo,U.S.A,2013,Venezuela,"Guaniamo, Amazonas, batch 159",70,3.25,3,1,0,0,0,1,0,sandy,nutty,cocoa,
Castronovo,U.S.A,2013,Nicaragua,"Nicaragua, batch 164",72,3.25,3,1,0,0,0,1,0,sandy,molasses,spice,
Castronovo,U.S.A,2013,Bolivia,"Bolivia, batch 166",70,3,3,1,0,0,0,1,0,sandy,tobacco,molasses,
Castronovo,U.S.A,2013,Venezuela,"Guaniamo, batch 173",72,3,3,1,0,0,0,1,0,mild metallic spice,,,
Castronovo,U.S.A,2013,Peru,"Tumbes, batch 176",70,2.75,3,1,0,0,0,1,0,molasses,cocoa,,
Castronovo,U.S.A,2013,Peru,"San Martin, batch 155",70,2.5,3,1,0,0,0,1,0,sandy,fruity,acidic,metallic
Castronovo,U.S.A,2014,Colombia,"Sierra Nevada, batch 1",72,3.5,3,1,0,0,0,1,0,caramel,molasses,fruit,
